disる	でぃする
受け渡す	うけわたす
受け継ぐ	うけつぐ
受け継ぐ	受け継ぐ
受け繼ぐ	うけつぐ
受け負う	うけおう
受け賜る	うけたまわる
受け賜わる	うけたまわる
受け込む	うけこむ
受け込む	受け込む
受け返す	うけかえす
受け返す	受け返す
受こむ	うけこむ
受こむ	受込む
受だす	うけだす
受だす	受出す
受つぐ	うけつぐ
受つぐ	受継ぐ
受とる	うけとる
受とる	受け取る
受とる	受取る
受ながす	うけながす
受ながす	受け流す
受ながす	受流す
受もたす	うけもたす
受もつ	うけもつ
受もつ	受け持つ
受もつ	受持つ
受もどす	うけもどす
受もどす	受戻す
受わたす	うけわたす
受わたす	受け渡す
受出す	受出す
受取る	うけとる
受取る	受け取る
受取る	受取る
受合う	うけあう
受合う	受合う
受戻す	受戻す
受持つ	うけもつ
受持つ	受け持つ
受持つ	受持つ
受流す	うけながす
受流す	受け流す
受流す	受流す
受渡す	うけわたす
受渡す	受け渡す
受継ぐ	うけつぐ
受継ぐ	受継ぐ
受込む	受込む
受返す	受返す
叙す	じょする
叙す	叙す
叛く	そむく
叛く	叛く
叢がる	むらがる
叢がる	叢がる
叢だつ	むらだつ
叢だつ	叢立つ
叢る	むらがる
叢る	叢る
叢立つ	むらだつ
叢立つ	叢立つ
口ごもる	くちごもる
口ごもる	口籠る
口ずさむ	くちずさむ
口ずさむ	口遊む
口どく	くどく
口どく	口説く
口ばしる	くちばしる
口ばしる	口走る
口篭もる	くちごもる
口篭もる	口籠る
口篭る	くちごもる
口篭る	口籠る
口籠もる	くちごもる
口籠もる	口籠もる
口籠る	くちごもる
口説きおとす	くどきおとす
口説きおとす	口説き落す
口説きおとす	口説き落とす
口説き落す	くどきおとす
口説き落す	口説き落す
口説き落とす	くどきおとす
口説き落とす	口説き落とす
口説く	くどく
口説く	口説く
口走る	くちばしる
口走る	口走る
口遊む	くちずさむ
口遊む	口遊む
口馴らす	くちならす
古す	ふるす
古す	古す
古る	ふる
句ぎる	くぎる
句ぎる	区切る
句切る	くぎる
句切る	区切る
句切る	句切る
叩おこす	たたきおこす
叩おこす	叩き起こす
叩きあう	たたきあう
叩きあう	叩き合う
叩きうる	たたきうる
叩きうる	叩き売る
叩きおこす	たたきおこす
叩きおこす	叩き起こす
叩きおこす	叩き起す
叩きおとす	たたきおとす
叩きおとす	叩き落す
叩きおとす	叩き落とす
叩きおろす	たたきおろす
叩きかえす	たたきかえす
叩きかえす	叩き返す
叩ききる	たたききる
叩ききる	叩き切る
叩きこむ	たたきこむ
叩きこむ	はたきこむ
叩きこむ	叩き込む
叩きころす	たたきころす
叩きころす	叩き殺す
叩きこわす	たたきこわす
叩きこわす	叩き壊す
叩きこわす	叩き毀す
叩きだす	たたきだす
叩きだす	叩き出す
叩きつぶす	たたきつぶす
叩きつぶす	叩き潰す
叩きとばす	たたきとばす
叩きとばす	叩き飛ばす
叩きなおす	たたきなおす
叩きなおす	叩き直す
叩きのばす	たたきのばす
叩きのめす	たたきのめす
叩きのめす	叩きのめす
叩きはたきこむ	はたきこむ
叩きはたきこむ	叩き込む
叩きわる	たたきわる
叩きわる	叩き割る
叩き下ろす	たたきおろす
叩き伸ばす	たたきのばす
叩き倒す	たたきたおす
叩き出す	たたきだす
叩き出す	叩き出す
叩き切る	たたききる
叩き切る	叩き切る
叩き割る	たたきわる
叩き割る	叩き割る
叩き合う	たたきあう
叩き合う	はたきあう
叩き合う	叩き合う
叩き回す	たたきまわす
叩き回る	たたきまわる
叩き壊す	たたきこわす
叩き壊す	叩き壊す
叩き売る	たたきうる
叩き売る	叩き売る
叩き延ばす	たたきのばす
叩き払う	たたきはらう
叩き折る	たたきおる
叩き撲る	たたきなぐる
叩き斬る	たたききる
叩き殴る	たたきなぐる
叩き殺す	たたきころす
叩き殺す	叩き殺す
叩き毀す	たたきこわす
叩き毀す	叩き毀す
叩き消す	たたきけす
叩き潰す	たたきつぶす
叩き潰す	叩き潰す
叩き直す	たたきなおす
叩き直す	叩き直す
叩き破る	たたきやぶる
叩き移す	たたきうつす
叩き落す	たたきおとす
叩き落す	叩き落す
叩き落とす	たたきおとす
叩き落とす	はたきおとす
叩き落とす	叩き落とす
叩き起こす	たたきおこす
叩き起こす	叩き起こす
叩き起す	たたきおこす
叩き起す	叩き起こす
叩き起す	叩き起す
叩き踏む	たたきふむ
叩き込む	たたきこむ
叩き込む	はたきこむ
叩き込む	叩き込む
叩き返す	たたきかえす
叩き返す	叩き返す
叩き離す	たたきはなす
叩き飛ばす	たたきとばす
叩く	たたく
叩く	はたく
叩く	叩く
叩こむ	たたきこむ
叩こむ	叩き込む
叩だす	たたきだす
叩だす	叩き出す
叩っこむ	たたきこむ
叩っ切る	たたききる
叩っ壊す	たたきこわす
叩っ斬る	たたききる
叩っ殺す	たたきころす
叩っ込む	たたきこむ
叩なおす	たたきなおす
叩なおす	叩き直す
叩ッ斬る	たたききる
叩出す	たたきだす
叩出す	叩き出す
叩直す	たたきなおす
叩直す	叩き直す
叩起こす	たたきおこす
叩起こす	叩き起こす
叩込む	たたきこむ
叩込む	叩き込む
叩頭く	ぬかずく
叩頭く	叩頭く
叫きちらす	わめきちらす
叫きちらす	叫き散らす
叫き散らす	わめきちらす
叫き散らす	叫き散らす
叫く	わめく
叫く	叫く
叫けぶ	さけぶ
叫びあがる	さけびあがる
叫びかえす	さけびかえす
叫びよばる	さけびよばる
叫び上がる	さけびあがる
叫び出だす	さけびいだす
叫び合う	さけびあう
叫び喚く	さけびわめく
叫び回る	さけびまわる
叫び返す	さけびかえす
叫ぶ	さけぶ
叫ぶ	叫ぶ
召さる	めさる
召しあがる	めしあがる
召しあがる	召し上がる
召しあがる	召し上る
召しかえす	めしかえす
召しだす	めしだす
召しだす	召し出す
召しつかう	めしつかう
召しつかう	召し使う
召しとる	めしとる
召しとる	召し取る
召しとる	召し捕る
召し上がる	めしあがる
召し上がる	召し上がる
召し上る	めしあがる
召し上る	召し上がる
召し上る	召し上る
召し使う	めしつかう
召し使う	召し使う
召し具す	めしぐす
召し出す	めしだす
召し出す	召し出す
召し取る	めしとる
召し取る	召し取る
召し帰す	めしかえす
召し招く	めしまねく
召し捕る	めしとる
召し渡す	めしわたす
召し返す	めしかえす
召す	めす
召す	めす 尊敬動詞
召す	召す
召だす	めしだす
召だす	召出す
召つかう	めしつかう
召つかう	召使う
召とる	めしとる
召とる	召し捕る
召とる	召取る
召とる	召捕る
召る	めさる
召上がる	めしあがる
召上る	めしあがる
召上る	召上る
召使う	召使う
召出す	めしだす
召出す	召出す
召取る	召取る
召捕る	めしとる
召捕る	召し捕る
召捕る	召捕る
可愛がる	かわいがる
可愛がる	可愛がる
叱かる	しかる
叱ぶ	いさぶ
叱りとばす	しかりとばす
叱りとばす	叱り飛ばす
叱りはげます	しかりはげます
叱り励ます	しかりはげます
叱り罵る	しかりののしる
叱り飛す	しかりとばす
叱り飛ばす	しかりとばす
叱る	しかる
叶う	かなう
叶う	叶う
叶ふ	かなう
号く	なく
号す	ごうす
司どる	つかさどる
司る	つかさどる
司る	司どる
司る	司る
吃る	どもる
吃る	吃る
合う	あう
合う	合う
合さる	あわさる
合さる	合さる
合さる	合わさる
合す	あわす
合す	合す
合す	合わす
合せもつ	あわせもつ
合せもつ	合せ持つ
合せ持つ	あわせもつ
合せ持つ	合せ持つ
合せ炊く	あわせたく
合ふ	あう
合わさる	あわさる
合わさる	合わさる
合わす	あわす
合わす	合わす
合わせもつ	あわせもつ
合わせ写す	あわせうつす
合わせ学ぶ	あわせまなぶ
合わせ持つ	あわせもつ
合わせ焚く	あわせたく
合わせ示す	あわせしめす
合わせ祭る	あわせまつる
合わせ結ぶ	あわせむすぶ
合わせ行う	あわせおこなう
合わせ説く	あわせとく
合わせ読む	あわせよむ
合わせ飲む	あわせのむ
合わせ飾る	あわせかざる
吊す	つるす
吊りあがる	つりあがる
吊りあがる	吊り上がる
吊りあがる	吊り上る
吊りおろす	つりおろす
吊りおろす	吊り下ろす
吊りさがる	つりさがる
吊りさがる	吊り下がる
吊りさがる	吊り下る
吊りだす	つりだす
吊りだす	吊り出す
吊り上がる	つりあがる
吊り上がる	吊り上がる
吊り上る	つりあがる
吊り上る	吊り上る
吊り下がる	つりさがる
吊り下がる	吊り下がる
吊り下す	つりおろす
吊り下る	つりさがる
吊り下る	吊り下る
吊り出す	つりだす
吊り出す	吊り出す
吊り合う	つりあう
吊り溜まる	つりたまる
吊り落とす	つりおとす
吊り込む	つりこむ
吊る	つる
吊る	吊る
吊るしあがる	つるしあがる
吊るしあがる	吊るし上がる
吊るし上がる	つるしあがる
吊るし下がる	つるしさがる
吊るし下ろす	つるしおろす
吊るし出す	つるしだす
吊るす	つるす
吊るす	吊るす
吊る下がる	つりさがる
吊る下がる	つるさがる
吊上がる	つりあがる
名ざす	なざす
名ざす	名指す
名のりあう	なのりあう
名のる	なのる
名のる	名乗る
名る	なのる
名乗らす	なのらす
名乗りあう	なのりあう
名乗りあう	名乗り合う
名乗り合う	なのりあう
名乗り合う	名乗り合う
名乗る	なのる
名乗る	名乗る
名告る	なのる
名告る	名告る
名宣る	なのる
名指す	なざす
名指す	名指す
吐かす	ぬかす
吐きくさる	はきくさる
吐きだす	はきだす
吐きだす	ほきだす
吐きだす	吐き出す
吐きちらす	はきちらす
吐きちらす	吐き散らす
吐きつきとおす	つきとおす
吐きつきとおす	吐き通す
吐きとおす	つきとおす
吐きとおす	吐き通す
吐きほきだす	ほきだす
吐きほきだす	吐き出す
吐きもどす	はきもどす
吐きもどす	吐き戻す
吐き出す	はきだす
吐き出す	吐き出す
吐き戻す	はきもどす
吐き散らす	はきちらす
吐き散らす	吐き散らす
吐き腐る	はきくさる
吐き落とす	はきおとす
吐き通す	吐き通す
吐く	つく
吐く	はく
吐く	吐く
吐す	ぬかす
吐だす	はきだす
吐だす	吐き出す
吐だす	吐出す
吐ちらす	はきちらす
吐ちらす	吐散らす
吐出す	はきだす
吐出す	吐き出す
吐出す	吐出す
吐散らす	吐散らす
向(む)く	むく
向いあう	むかいあう
向いあう	向い合う
向いあう	向かい合う
向い合う	むかいあう
向い合う	向い合う
向い合う	向かい合う
向い合す	向い合す
向う	むかう
向かいあう	むかいあう
向かいあう	向かい合う
向かいあわす	むかいあわす
向かいあわす	向かい合わす
向かい合う	むかいあう
向かい合う	向かい合う
向かい合わす	むかいあわす
向かい合わす	向かい合わす
向かい走る	むかいはしる
向かい進む	むかいすすむ
向かう	むかう
向かう	向かう
向かす	むかす
向かひ合う	むかいあう
向かわす	むかわす
向かわる	むきかわる
